,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home
358,2.4895833333333335,0.8854166666666666,1.0260416666666667,1.9322916666666667,0.8177083333333334,0.5572916666666666,0.20833333333333334,0.5,0.09375,0.453125,1.9375,1.1458333333333333,0.7916666666666666,0.6197916666666666,2.2604166666666665
21,3.6228346456692915,1.263779527559055,1.7188976377952756,3.12992125984252,1.552755905511811,0.49291338582677163,0.16614173228346457,1.0338582677165353,0.19055118110236222,0.384251968503937,2.2425196850393703,1.4456692913385827,0.7968503937007874,0.7078740157480315,3.603937007874016
213,2.8300395256916997,1.0092226613965745,1.30566534914361,2.4084321475625825,1.163372859025033,0.42160737812911725,0.1422924901185771,0.7786561264822134,0.16073781291172595,0.3201581027667984,1.8194993412384717,1.168642951251647,0.6508563899868248,0.6060606060606061,2.753623188405797
182,2.9747634069400632,0.8832807570977917,1.2723449001051526,2.227129337539432,1.0189274447949528,0.7476340694006309,0.25341745531019977,0.6309148264984227,0.1861198738170347,0.5036803364879074,2.2965299684542586,1.465825446898002,0.8307045215562566,0.594111461619348,2.7981072555205047
275,1.9787234042553192,0.676595744680851,0.9191489361702128,1.4595744680851064,0.7191489361702128,0.5191489361702127,0.2,0.5234042553191489,0.13191489361702127,0.2765957446808511,1.3063829787234043,0.8042553191489362,0.502127659574468,0.43829787234042555,2.0382978723404257
327,2.051470588235294,0.6029411764705882,0.8529411764705882,1.7058823529411764,0.75,0.34558823529411764,0.10294117647058823,0.38235294117647056,0.125,0.27941176470588236,1.4705882352941178,0.9264705882352942,0.5441176470588235,0.5514705882352942,1.8088235294117647
249,3.6565579984836996,1.2244124336618651,1.712661106899166,2.721000758150114,1.3805913570887036,0.935557240333586,0.33206974981046244,1.020470053070508,0.21607278241091737,0.4715693707354056,2.2699014404852162,1.4852160727824109,0.7846853677028052,0.689158453373768,3.7573919636087947
252,3.712418300653595,1.3594771241830066,1.8453159041394336,2.7886710239651418,1.5294117647058822,0.9237472766884531,0.3159041394335512,1.0588235294117647,0.19825708061002179,0.5403050108932462,2.24400871459695,1.4291938997821352,0.8148148148148148,0.7559912854030502,4.006535947712418
0,2.9859154929577465,0.971830985915493,1.295774647887324,2.295774647887324,1.1267605633802817,0.6901408450704225,0.16901408450704225,0.7183098591549296,0.1267605633802817,0.352112676056338,1.8732394366197183,1.2253521126760563,0.647887323943662,0.5352112676056338,2.76056338028169
394,2.6666666666666665,0.8688524590163934,1.174863387978142,1.8852459016393444,0.9508196721311475,0.7814207650273224,0.22404371584699453,0.6994535519125683,0.16393442622950818,0.39344262295081966,1.6612021857923498,1.1147540983606556,0.546448087431694,0.5081967213114754,2.5737704918032787
381,2.075268817204301,0.8279569892473119,0.9139784946236559,1.6559139784946237,0.7526881720430108,0.41935483870967744,0.16129032258064516,0.5053763440860215,0.08602150537634409,0.25806451612903225,1.2258064516129032,0.7956989247311828,0.43010752688172044,0.4731182795698925,1.989247311827957
