game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201112260DAL,2012,5,6,0,5,48,87,59,78,178,29,70,269,281,212,11,3,5,9,4,2,1,3,1,0,6,5,1,1,11,0.4545454545454545,0.4444444444444444,0.5,11,2,4,8,3,3,1,2,0,0,8,6,2,2,9,0.3636363636363636,0.375,0.3333333333333333,1
201112260DAL,2012,5,6,6,6,48,87,59,82,222,29,70,269,281,212,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,2,0,2,1,1,1,1,1,0,0,1,1,0,0,5,1.0,1.0,1.0,-1
201112260DAL,2012,5,6,7,8,48,87,59,82,222,15,70,269,281,212,4,0,1,3,0,1,1,0,0,0,1,1,0,0,3,0.25,0.0,1.0,4,0,2,3,2,1,0,0,1,0,4,3,1,1,4,0.5,0.6666666666666666,0.0,-1
201112260DAL,2012,5,6,9,10,48,87,131,148,222,2,4,37,207,212,3,0,1,2,1,1,0,0,0,0,2,2,0,1,2,0.3333333333333333,0.5,0.0,4,2,2,3,2,1,0,0,0,0,2,2,0,0,4,0.5,0.6666666666666666,0.0,-1
201112260DAL,2012,5,6,11,11,116,150,131,148,222,2,4,19,14,159,2,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0.5,0.0,1.0,2,0,2,0,0,2,2,2,0,0,1,1,0,0,6,1.0,0.0,1.0,-1
201112260DAL,2012,5,6,12,15,127,182,205,241,178,2,4,5,4,159,6,1,5,5,5,1,0,2,0,0,1,1,0,1,10,0.8333333333333334,1.0,0.0,9,0,5,9,5,0,0,1,0,0,4,1,3,0,10,0.5555555555555556,0.5555555555555556,0.0,-1
201112260DAL,2012,5,6,16,16,127,179,131,148,178,2,4,5,4,159,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0.5,0.0,0.5,-1
201112260DAL,2012,5,6,17,17,127,179,131,148,178,2,4,5,207,159,2,0,2,1,1,1,1,1,0,0,0,0,0,0,5,1.0,1.0,1.0,2,0,2,1,1,1,1,1,0,0,0,0,0,0,5,1.0,1.0,1.0,-1
201112260DAL,2012,5,6,18,19,48,179,131,148,178,2,4,5,207,159,4,2,0,2,0,2,0,0,1,0,3,0,3,1,0,0.0,0.0,0.0,2,0,2,2,2,0,0,0,0,0,3,3,0,1,4,1.0,1.0,0.0,-1
201112260DAL,2012,5,6,20,20,48,179,131,148,178,15,70,269,249,212,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,3,0,2,3,2,0,0,1,0,0,1,1,0,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201112260DAL,2012,5,6,21,22,48,98,127,265,222,15,70,269,249,212,2,0,0,1,0,1,0,0,0,0,2,2,0,3,0,0.0,0.0,0.0,4,2,2,2,1,2,1,2,0,0,2,2,0,0,5,0.5,0.5,0.5,-1
201112260DAL,2012,5,6,23,23,48,98,127,82,68,2,70,269,249,212,1,1,0,1,0,0,0,0,1,0,1,1,0,2,0,0.0,0.0,0.0,2,2,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201112260DAL,2012,5,6,24,24,48,98,61,78,68,2,14,37,207,212,3,0,0,1,0,2,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,-1
201112260DAL,2012,5,6,25,28,48,98,127,82,178,29,70,269,281,212,6,4,2,3,1,3,1,1,0,0,5,4,1,1,5,0.3333333333333333,0.3333333333333333,0.3333333333333333,7,2,4,4,3,3,1,3,0,0,3,3,0,1,9,0.5714285714285714,0.75,0.3333333333333333,-1
201112260DAL,2012,5,6,29,30,49,98,127,82,178,29,70,269,281,212,4,0,3,2,2,2,1,3,0,0,0,0,0,1,7,0.75,1.0,0.5,2,2,2,1,1,1,1,1,0,0,1,1,0,2,5,1.0,1.0,1.0,1
201112260DAL,2012,5,6,31,31,49,98,127,82,178,15,14,19,14,212,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112260DAL,2012,5,6,32,33,49,98,127,82,68,15,14,19,14,212,4,2,0,0,0,4,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,2,2,1,0,0,2,1,1,0,0,3,3,0,0,3,0.5,0.0,0.5,-1
201112260DAL,2012,5,6,34,34,116,247,291,258,222,15,45,37,249,212,2,0,1,2,1,0,0,0,0,0,2,2,0,0,2,0.5,0.5,0.0,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1
201112260DAL,2012,5,6,35,35,116,247,291,258,222,2,4,19,249,212,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,3,2,0,1,0,2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,-1
201112260DAL,2012,5,6,36,41,116,247,291,258,222,2,4,19,8,159,5,6,4,4,3,1,1,4,0,0,6,4,2,5,9,0.8,0.75,1.0,5,8,1,3,1,2,0,0,0,0,4,1,3,7,2,0.2,0.3333333333333333,0.0,1
201112260DAL,2012,5,6,42,45,116,247,291,258,222,29,45,26,249,212,9,2,4,6,3,3,1,2,0,0,6,4,2,0,9,0.4444444444444444,0.5,0.3333333333333333,7,2,3,5,3,2,0,1,1,0,5,3,2,0,6,0.4285714285714285,0.6,0.0,1
201112260DAL,2012,5,6,46,47,116,100,102,148,222,29,53,206,249,212,3,2,0,2,0,1,0,0,0,0,4,3,1,2,0,0.0,0.0,0.0,3,4,1,3,1,0,0,0,0,0,3,3,0,1,2,0.3333333333333333,0.3333333333333333,0.0,-1
201112280DEN,2012,6,28,0,4,29,70,261,281,214,4,95,61,51,136,6,8,1,4,1,2,0,1,0,0,7,3,4,2,2,0.1666666666666666,0.25,0.0,9,4,5,9,5,0,0,3,0,0,5,3,2,1,10,0.5555555555555556,0.5555555555555556,0.0,-1
201112280DEN,2012,6,28,5,6,29,70,261,281,214,4,99,98,222,136,3,2,3,3,3,0,0,1,0,0,2,2,0,0,6,1.0,1.0,0.0,4,0,2,3,2,1,0,1,0,0,1,1,0,0,4,0.5,0.6666666666666666,0.0,1
201112280DEN,2012,6,28,7,7,15,70,261,281,214,4,99,98,222,136,3,2,1,1,1,2,0,0,0,0,1,1,0,0,2,0.3333333333333333,1.0,0.0,1,2,0,1,0,0,0,0,0,0,3,2,1,1,0,0.0,0.0,0.0,1
201112280DEN,2012,6,28,8,9,2,4,261,248,214,4,32,75,222,136,3,1,2,2,2,1,0,0,0,0,2,2,0,0,4,0.6666666666666666,1.0,0.0,4,0,1,4,1,0,0,1,0,0,2,1,1,0,2,0.25,0.25,0.0,1
201112280DEN,2012,6,28,10,12,2,4,19,248,214,54,113,81,115,132,6,0,2,5,2,1,0,1,0,0,7,4,3,2,4,0.3333333333333333,0.4,0.0,6,0,2,4,0,2,2,2,0,0,1,1,0,0,6,0.3333333333333333,0.0,1.0,-1
201112280DEN,2012,6,28,13,15,2,4,5,5,160,54,113,81,115,132,6,2,2,4,2,2,0,1,0,0,4,3,1,0,4,0.3333333333333333,0.5,0.0,5,2,2,5,2,0,0,0,0,0,5,4,1,2,4,0.4,0.4,0.0,-1
201112280DEN,2012,6,28,16,16,2,4,5,5,160,4,32,75,115,132,3,0,3,2,2,1,1,3,0,0,0,0,0,0,7,1.0,1.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1
201112280DEN,2012,6,28,17,19,2,4,38,207,160,4,99,98,85,136,5,1,4,5,4,0,0,2,0,0,2,1,1,2,8,0.8,0.8,0.0,5,0,3,2,1,3,2,3,0,0,0,0,0,2,8,0.6,0.5,0.6666666666666666,-1
201112280DEN,2012,6,28,20,20,2,4,38,207,214,4,99,98,85,136,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201112280DEN,2012,6,28,21,21,15,70,261,248,214,4,99,98,85,136,3,0,1,2,1,1,0,0,1,0,1,0,1,0,2,0.3333333333333333,0.5,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201112280DEN,2012,6,28,22,22,15,70,261,248,214,4,99,98,222,136,1,2,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112280DEN,2012,6,28,23,23,15,70,261,248,214,4,32,61,51,132,2,1,2,2,2,0,0,2,0,0,0,0,0,0,4,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,2,1.0,1.0,0.0,1
201112280DEN,2012,6,28,24,24,29,292,296,281,214,4,32,61,51,132,3,0,1,3,1,0,0,0,0,0,1,0,1,0,2,0.3333333333333333,0.3333333333333333,0.0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,3,1.0,0.0,1.0,-1
201112280DEN,2012,6,28,25,29,29,70,261,281,214,4,95,61,51,136,10,0,6,9,6,1,0,3,1,0,7,5,2,2,12,0.6,0.6666666666666666,0.0,10,2,4,8,4,2,0,2,2,0,4,2,2,2,8,0.4,0.5,0.0,1
201112280DEN,2012,6,28,30,31,29,70,261,281,214,4,32,57,25,15,3,0,0,1,0,2,0,0,0,0,3,3,0,1,0,0.0,0.0,0.0,4,2,1,2,0,2,1,1,0,0,5,3,2,1,3,0.25,0.0,0.5,-1
201112280DEN,2012,6,28,32,32,2,4,38,281,214,4,32,57,34,15,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201112280DEN,2012,6,28,33,33,2,4,38,248,200,54,95,75,39,15,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,1
201112280DEN,2012,6,28,34,36,2,4,19,16,160,54,113,81,51,132,5,0,4,4,3,1,1,3,0,0,3,3,0,1,9,0.8,0.75,1.0,5,0,2,2,1,3,1,2,0,0,1,1,0,2,5,0.4,0.5,0.3333333333333333,1
201112280DEN,2012,6,28,37,38,2,4,19,9,160,4,32,75,115,132,3,5,2,3,2,0,0,2,0,0,2,2,0,1,4,0.6666666666666666,0.6666666666666666,0.0,5,0,2,4,2,1,0,1,0,0,4,3,1,2,4,0.4,0.5,0.0,-1
201112280DEN,2012,6,28,39,39,2,4,19,9,160,4,1,120,115,132,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112280DEN,2012,6,28,40,40,15,44,27,128,160,4,1,120,115,132,2,1,1,2,1,0,0,1,1,0,1,0,1,1,2,0.5,0.5,0.0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201112280DEN,2012,6,28,41,42,15,52,185,139,160,7,95,120,85,54,5,0,2,3,1,2,1,1,0,0,2,2,0,0,5,0.4,0.3333333333333333,0.5,4,2,2,4,2,0,0,0,1,0,3,3,0,0,4,0.5,0.5,0.0,1
201112280DEN,2012,6,28,43,44,81,84,185,139,160,7,95,120,85,54,5,1,2,5,2,0,0,2,0,0,2,1,1,0,4,0.4,0.4,0.0,3,4,1,2,1,1,0,1,0,0,2,2,0,0,2,0.3333333333333333,0.5,0.0,1
201112280DEN,2012,6,28,45,47,81,84,185,139,160,7,122,120,85,54,4,0,2,4,2,0,0,1,0,0,1,1,0,3,4,0.5,0.5,0.0,5,3,4,5,4,0,0,3,0,0,4,2,2,2,8,0.8,0.8,0.0,-1
201112290POR,2012,24,6,0,3,158,246,233,231,228,29,70,269,281,212,6,2,5,6,5,0,0,1,0,0,6,6,0,4,10,0.8333333333333334,0.8333333333333334,0.0,10,0,3,9,3,1,0,3,1,0,2,1,1,1,6,0.3,0.3333333333333333,0.0,1
201112290POR,2012,24,6,4,6,158,246,233,231,228,2,14,37,207,212,4,3,2,3,2,1,0,2,0,0,5,5,0,1,4,0.5,0.6666666666666666,0.0,8,0,2,5,2,3,0,1,1,0,3,2,1,0,4,0.25,0.4,0.0,-1
201112290POR,2012,24,6,7,8,158,164,204,176,144,2,4,5,14,117,3,2,1,3,1,0,0,0,0,0,2,1,1,1,2,0.3333333333333333,0.3333333333333333,0.0,4,2,2,3,2,1,0,1,0,0,4,2,2,1,4,0.5,0.6666666666666666,0.0,-1
201112290POR,2012,24,6,9,9,158,164,198,210,228,2,4,37,207,159,4,0,2,3,2,1,0,0,0,0,3,1,2,0,4,0.5,0.6666666666666666,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112290POR,2012,24,6,10,10,158,164,198,210,228,2,4,19,14,159,1,2,1,1,1,0,0,1,0,0,2,2,0,1,2,1.0,1.0,0.0,3,0,1,3,1,0,0,1,0,0,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0.0,-1
201112290POR,2012,24,6,11,14,158,164,198,210,228,2,4,19,249,212,9,0,2,6,2,3,0,1,0,0,6,4,2,2,4,0.2222222222222222,0.3333333333333333,0.0,7,4,3,4,3,3,0,1,0,0,6,5,1,1,6,0.4285714285714285,0.75,0.0,-1
201112290POR,2012,24,6,15,15,183,242,204,210,228,2,4,5,249,212,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,-1
201112290POR,2012,24,6,16,16,183,246,264,231,228,2,4,5,249,212,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112290POR,2012,24,6,17,18,183,246,264,231,228,15,14,269,249,212,5,0,3,5,3,0,0,1,1,0,3,3,0,1,6,0.6,0.6,0.0,6,4,1,5,1,1,0,0,3,0,4,2,2,0,2,0.1666666666666666,0.2,0.0,1
201112290POR,2012,24,6,19,19,158,164,204,176,144,15,14,269,249,212,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,1,1,1,0,0,1,0,0,2,2,0,0,2,1.0,1.0,0.0,-1
201112290POR,2012,24,6,20,20,158,164,204,176,144,15,14,37,207,212,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201112290POR,2012,24,6,21,22,158,246,233,210,144,15,14,37,207,212,5,0,2,2,1,3,1,1,0,0,5,3,2,2,5,0.4,0.5,0.3333333333333333,5,0,2,4,2,1,0,1,2,0,1,1,0,0,4,0.4,0.5,0.0,1
201112290POR,2012,24,6,23,23,158,242,204,210,144,2,4,37,207,212,5,0,1,4,1,1,0,0,0,0,1,0,1,0,2,0.2,0.25,0.0,2,2,2,2,2,0,0,0,0,0,3,3,0,0,4,1.0,1.0,0.0,-1
201112290POR,2012,24,6,24,31,158,246,233,231,228,29,70,269,281,212,13,0,9,8,5,5,4,7,0,0,8,6,2,2,22,0.6923076923076923,0.625,0.8,11,6,5,9,4,2,1,3,0,0,2,2,0,0,11,0.4545454545454545,0.4444444444444444,0.5,1
201112290POR,2012,24,6,32,34,158,164,204,176,228,2,4,37,207,212,5,0,3,4,3,1,0,3,0,0,2,2,0,0,6,0.6,0.75,0.0,5,0,2,5,2,0,0,1,1,0,3,2,1,0,4,0.4,0.4,0.0,1
201112290POR,2012,24,6,35,35,158,164,198,210,228,2,4,19,14,159,1,2,0,0,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112290POR,2012,24,6,36,36,158,164,198,210,228,2,4,5,249,212,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,-1
201112290POR,2012,24,6,37,37,158,164,198,210,144,2,4,5,249,212,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0.5,0.0,1.0,-1
201112290POR,2012,24,6,38,39,183,246,264,231,228,2,4,5,249,212,2,1,1,2,1,0,0,0,0,0,1,1,0,2,2,0.5,0.5,0.0,3,2,2,3,2,0,0,1,0,0,2,1,1,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201112290POR,2012,24,6,40,40,183,246,264,231,228,15,14,269,249,212,2,1,2,2,2,0,0,0,0,0,1,1,0,0,4,1.0,1.0,0.0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,3,0.5,0.0,0.5,1
201112290POR,2012,24,6,41,43,183,246,233,231,228,15,70,269,249,212,3,1,3,1,1,2,2,2,0,0,3,3,0,3,8,1.0,1.0,1.0,4,4,1,2,0,2,1,1,1,0,0,0,0,1,3,0.25,0.0,0.5,1
201112290POR,2012,24,6,44,45,158,164,204,176,228,15,14,37,207,212,3,0,0,3,0,0,0,0,0,0,3,3,0,1,0,0.0,0.0,0.0,3,0,0,2,0,1,0,0,0,0,3,3,0,1,0,0.0,0.0,0.0,-1
201112290POR,2012,24,6,46,46,158,164,204,231,228,15,14,37,207,212,2,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0.5,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201112310LAL,2012,12,6,0,6,19,89,195,185,131,29,70,269,281,212,14,2,7,11,7,3,0,3,2,0,8,5,3,2,14,0.5,0.6363636363636364,0.0,11,0,5,8,5,3,0,3,0,0,5,4,1,3,10,0.4545454545454545,0.625,0.0,1
201112310LAL,2012,12,6,7,9,118,239,242,220,213,15,70,269,281,212,3,0,1,2,1,1,0,1,0,0,2,1,1,1,2,0.3333333333333333,0.5,0.0,4,4,3,4,3,0,0,2,0,0,3,2,1,0,6,0.75,0.75,0.0,-1
201112310LAL,2012,12,6,10,10,19,239,246,272,213,2,4,37,207,159,1,0,1,1,1,0,0,1,0,0,2,2,0,1,2,1.0,1.0,0.0,3,0,1,2,1,1,0,0,0,0,0,0,0,0,2,0.3333333333333333,0.5,0.0,-1
201112310LAL,2012,12,6,11,11,194,218,246,220,187,2,4,37,207,159,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201112310LAL,2012,12,6,12,14,194,218,246,220,187,2,4,19,14,159,4,2,1,1,1,3,0,0,0,0,6,3,3,1,2,0.25,1.0,0.0,5,0,2,3,2,2,0,1,0,0,2,2,0,1,4,0.4,0.6666666666666666,0.0,-1
201112310LAL,2012,12,6,15,16,194,218,246,220,187,2,4,5,4,159,1,2,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,4,0,2,3,2,1,0,0,0,0,2,1,1,1,4,0.5,0.6666666666666666,0.0,-1
201112310LAL,2012,12,6,17,19,118,218,195,190,131,2,4,5,207,212,6,0,4,5,4,1,0,4,0,0,3,2,1,1,8,0.6666666666666666,0.8,0.0,4,0,2,3,1,1,1,2,0,0,2,2,0,2,5,0.5,0.3333333333333333,1.0,1
201112310LAL,2012,12,6,20,21,19,89,126,117,61,15,14,37,207,212,4,0,3,4,3,0,0,0,1,0,1,1,0,1,6,0.75,0.75,0.0,3,2,2,3,2,0,0,1,0,0,2,1,1,1,4,0.6666666666666666,0.6666666666666666,0.0,1
201112310LAL,2012,12,6,22,22,19,89,126,138,131,15,14,37,207,212,2,0,1,1,1,1,0,1,0,0,1,1,0,1,2,0.5,1.0,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,1,2,0.5,0.5,0.0,-1
201112310LAL,2012,12,6,23,23,19,89,126,138,131,15,70,269,281,212,2,2,0,1,0,1,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,2,0,1,1,1,1,0,1,1,0,1,1,0,1,2,0.5,1.0,0.0,-1
201112310LAL,2012,12,6,24,24,19,89,126,138,131,29,70,269,281,212,2,0,1,1,0,1,1,1,0,0,1,1,0,0,3,0.5,0.0,1.0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201112310LAL,2012,12,6,25,29,19,239,242,220,187,29,70,269,281,212,13,0,5,11,5,2,0,3,1,0,9,5,4,1,10,0.3846153846153846,0.4545454545454545,0.0,8,6,2,7,1,1,1,2,1,0,7,4,3,2,5,0.25,0.1428571428571428,1.0,1
201112310LAL,2012,12,6,30,30,19,239,242,220,187,2,4,37,207,212,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201112310LAL,2012,12,6,31,33,194,218,246,220,187,2,4,37,207,212,3,0,2,2,2,1,0,2,0,0,1,1,0,0,4,0.6666666666666666,1.0,0.0,7,0,4,3,2,4,2,2,0,0,5,3,2,1,10,0.5714285714285714,0.6666666666666666,0.5,-1
201112310LAL,2012,12,6,34,34,194,218,246,220,187,2,4,37,249,198,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,1,1,1,0,0,0,0,0,2,1,1,0,2,1.0,1.0,0.0,-1
201112310LAL,2012,12,6,35,36,19,178,173,190,187,2,4,37,249,198,4,0,3,3,3,1,0,1,0,0,3,2,1,1,6,0.75,1.0,0.0,3,0,1,1,1,2,0,1,0,0,1,1,0,0,2,0.3333333333333333,1.0,0.0,1
201112310LAL,2012,12,6,37,39,19,178,173,190,187,2,4,5,249,198,4,0,3,3,2,1,1,1,0,0,4,2,2,2,7,0.75,0.6666666666666666,1.0,6,0,4,3,2,3,2,3,0,0,0,0,0,0,10,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1
201112310LAL,2012,12,6,40,40,19,178,173,138,187,2,4,5,249,198,3,0,1,1,1,2,0,0,0,0,2,0,2,0,2,0.3333333333333333,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112310LAL,2012,12,6,41,41,194,218,195,220,187,2,4,5,249,198,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,1,0,1,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,-1
201112310LAL,2012,12,6,42,42,118,178,173,138,131,2,4,5,249,198,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,0,0,2,1,1,0,0,1,0,1,0,3,0.5,0.0,0.5,-1
201112310LAL,2012,12,6,43,44,19,89,195,185,131,2,70,269,249,212,3,1,2,3,2,0,0,2,0,0,2,1,1,0,4,0.6666666666666666,0.6666666666666666,0.0,3,1,2,3,2,0,0,2,0,0,1,0,1,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201112310LAL,2012,12,6,45,47,19,89,195,185,131,2,4,37,207,212,5,4,1,3,1,2,0,1,1,0,9,6,3,1,2,0.2,0.3333333333333333,0.0,7,2,0,4,0,3,0,0,2,0,5,2,3,0,0,0.0,0.0,0.0,1
201201010DEN,2012,6,12,0,2,29,70,261,281,214,19,91,205,185,130,4,2,3,4,3,0,0,1,0,0,2,2,0,1,6,0.75,0.75,0.0,7,5,4,6,4,1,0,2,0,0,6,2,4,0,8,0.5714285714285714,0.6666666666666666,0.0,-1
201201010DEN,2012,6,12,3,4,2,13,38,207,214,19,91,205,185,130,3,0,2,3,2,0,0,2,0,0,2,2,0,0,4,0.6666666666666666,0.6666666666666666,0.0,3,3,1,3,1,0,0,1,1,0,2,1,1,1,2,0.3333333333333333,0.3333333333333333,0.0,1
201201010DEN,2012,6,12,5,7,2,13,19,16,214,19,91,205,185,130,4,4,1,1,1,3,0,0,0,0,3,2,1,1,2,0.25,1.0,0.0,2,2,0,2,0,0,0,0,0,0,3,3,0,3,0,0.0,0.0,0.0,1
201201010DEN,2012,6,12,8,8,2,4,19,16,214,119,240,251,220,211,2,0,2,2,2,0,0,1,0,0,1,1,0,0,4,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201201010DEN,2012,6,12,9,9,2,4,19,16,214,239,283,282,272,211,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,-1
201201010DEN,2012,6,12,10,10,2,4,19,16,214,19,240,255,272,211,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.0,2,0,1,1,1,1,0,1,0,0,2,1,1,0,2,0.5,1.0,0.0,-1
201201010DEN,2012,6,12,11,12,2,4,19,248,214,224,240,255,272,211,4,1,2,3,2,1,0,1,0,0,2,1,1,1,4,0.5,0.6666666666666666,0.0,1,0,0,0,0,1,0,0,0,0,2,1,1,2,0,0.0,0.0,0.0,1
201201010DEN,2012,6,12,13,13,2,4,19,248,214,197,220,255,272,211,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201201010DEN,2012,6,12,14,14,2,4,5,5,160,197,220,255,272,211,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0.5,1.0,0.0,-1
201201010DEN,2012,6,12,15,16,2,4,5,207,160,197,220,255,220,185,3,2,0,3,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0.0,-1
201201010DEN,2012,6,12,17,17,2,4,5,207,160,19,178,255,220,185,2,0,1,2,1,0,0,0,1,0,0,0,0,0,2,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201201010DEN,2012,6,12,18,19,15,13,38,207,214,19,240,255,220,185,3,2,1,2,1,1,0,1,0,0,1,1,0,0,2,0.3333333333333333,0.5,0.0,2,0,2,1,1,1,1,1,0,0,2,2,0,1,5,1.0,1.0,1.0,-1
201201010DEN,2012,6,12,20,20,29,70,261,281,214,19,240,255,220,185,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-1
201201010DEN,2012,6,12,21,22,2,13,19,16,214,119,220,205,185,130,5,2,1,4,1,1,0,0,0,0,7,3,4,0,2,0.2,0.25,0.0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201201010DEN,2012,6,12,23,23,2,13,19,16,214,119,240,251,220,211,1,2,1,1,1,0,0,1,0,0,2,2,0,1,2,1.0,1.0,0.0,3,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
